university,career,inscription_date,gender,age,location,email,first_name,last_name
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-27,female,50,aldea brasilera,thomasfrazier@gmail.com,monique,campbell
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2021-01-18,male,61,costa del nogoya,ortizamy@hotmail.com,kurt,miller
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-09,male,59,algarrobo,tfowler@yahoo.com,brandon,price
universidad tecnológica nacional,agronomía,2021-02-01,male,93,agua linda,jeffreyheath@yahoo.com,james,melendez
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-31,male,61,leubuco,jenniferbryan@gmail.com,william,duncan
universidad tecnológica nacional,ciencias veterinarias,2020-10-28,male,87,banfield,oholmes@yahoo.com,james,dawson
universidad tecnológica nacional,diseño de imagen y sonido,2020-12-27,female,40,caaguazu,vcook@gmail.com,carla,ayers
universidad tecnológica nacional,licenciatura en artes,2020-12-23,female,40,saladillo norte,watsonlisa@hotmail.com,miss,rachel
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-16,female,25,arroyo baru,tarasolis@gmail.com,melissa,torres
universidad tecnológica nacional,arquitectura,2020-09-29,female,5,quilmes,timothy23@gmail.com,tammy,dean
universidad tecnológica nacional,diseño industrial,2020-09-20,male,62,abra del trigo,riosjonathan@gmail.com,anthony,ramirez
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-07,female,47,cabildo,danielanderson@gmail.com,casey,johnson
universidad tecnológica nacional,agronomía,2020-09-12,female,67,campo de galnasi,michael12@gmail.com,elizabeth,jackson
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-28,female,59,agua de la zorra,joneswilliam@gmail.com,hannah,ferguson
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-12,female,64,arroyo canelon,anthony97@gmail.com,whitney,wong
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-31,male,52,isla victoria,garrettmichael@gmail.com,mitchell,sanchez
universidad tecnológica nacional,medicina,2020-10-12,female,113,guillermo e hudson,jmcdonald@gmail.com,mary,flores
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-13,female,49,capilla del señor,reyescaitlyn@hotmail.com,barbara,rivera
universidad tecnológica nacional,licenciatura en artes,2021-01-31,female,74,la oriental,cynthia23@yahoo.com,jessica,small
universidad tecnológica nacional,licenciatura en psicología,2021-01-18,female,1,merlo,usuarez@yahoo.com,lisa,payne
universidad tecnológica nacional,técnico para bioterios,2020-10-24,female,102,lomas del mirador,scook@gmail.com,gabriella,gomez
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-17,male,39,san lorenzo,davidvelasquez@yahoo.com,robert,lara
universidad tecnológica nacional,diseño industrial,2020-12-13,male,51,ingeniero adolfo sourdeaux,romerovincent@yahoo.com,michael,gardner
universidad tecnológica nacional,ingeniería mecánica,2020-10-06,female,64,bella vista,alejandro44@gmail.com,rhonda,rodriguez
universidad tecnológica nacional,licenciatura en administración,2021-01-06,female,12,chelforo,maryandersen@gmail.com,sheryl,walker
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-21,male,88,centenario,lstafford@yahoo.com,jeffrey,lynn
universidad tecnológica nacional,licenciatura en ciencia política,2020-11-17,female,53,cañadon leon,pbrown@gmail.com,anna,phillips
universidad tecnológica nacional,agronomía,2020-12-15,male,18,arroyo vega,karl38@gmail.com,mr.,oscar
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-18,female,30,colonia las yescas,webbmegan@hotmail.com,rachel,dean
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-21,female,35,campo garay,daniel61@yahoo.com,deborah,woodard
universidad tecnológica nacional,técnico para bioterios,2020-09-05,male,112,avellaneda,leonardmcgee@gmail.com,terry,lopez
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-18,female,15,chumbicha,vanderson@yahoo.com,kathryn,carson
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-02,female,6,canning,thomas75@yahoo.com,melissa,austin
universidad tecnológica nacional,diseño de imagen y sonido,2020-11-14,female,85,buena nueva,hutchinsonkimberly@yahoo.com,brianna,patterson
universidad tecnológica nacional,diseño industrial,2021-01-30,male,12,del viso,alexis21@hotmail.com,ronald,smith
universidad tecnológica nacional,agronomía,2020-11-29,female,46,francisco madero,hughessheila@hotmail.com,laurie,bowen
universidad tecnológica nacional,técnico para bioterios,2020-10-11,female,89,2 de mayo,brendamoore@hotmail.com,jamie,parker
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-12,male,21,campo la plata,vicki10@yahoo.com,antonio,phillips
universidad tecnológica nacional,ingeniería electrónica,2021-01-07,male,47,las hermanas,nicholsnicholas@gmail.com,jason,parker
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-04,male,8,colonia la negra,camacholauren@hotmail.com,sean,hall
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-29,male,76,bella union paraje,alfredescobar@yahoo.com,randall,hughes
universidad tecnológica nacional,farmacia,2020-10-05,female,10,arroyo ceibal,gibsoncrystal@hotmail.com,ashley,phillips
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-28,male,101,bahia tranquila,michaelwilliams@gmail.com,duane,guerrero
universidad tecnológica nacional,arquitectura,2020-10-25,male,104,colonia el simbol,oestrada@gmail.com,timothy,young
universidad tecnológica nacional,arquitectura,2020-10-14,female,43,abra del tafi,foxstephanie@gmail.com,alexandra,hart
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-17,female,103,campo coubert,brendabaker@gmail.com,jaime,robinson
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-11,female,28,colonia hansen,fdunn@yahoo.com,gail,miller
universidad tecnológica nacional,licenciatura en sociología,2020-09-05,male,41,antonio pini,heathershaw@hotmail.com,anthony,shaw
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-12,female,42,aguara grande,smithdavid@gmail.com,alexa,cruz
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-18,male,59,aldea apeleg,foleyjulie@yahoo.com,mark,norris
universidad tecnológica nacional,actuario,2020-10-21,male,32,nordelta,rowecharlotte@gmail.com,justin,price
universidad tecnológica nacional,farmacia,2020-11-05,male,15,campo de los toros,karen46@hotmail.com,robert,hall
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-19,male,67,el socorro,dlee@gmail.com,calvin,shaffer
universidad tecnológica nacional,licenciatura en artes,2020-10-02,male,102,caminera lujan,bgarcia@gmail.com,scott,lewis
universidad tecnológica nacional,agronomía,2020-12-16,male,62,capilla guadalupe norte,erinbrown@yahoo.com,brian,ward
universidad tecnológica nacional,licenciatura en artes,2020-11-03,female,63,campo del norte americano,evansalex@hotmail.com,peggy,anderson
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-08,male,42,algarrobo verde,ortegaronald@gmail.com,james,hayes
universidad tecnológica nacional,ciencias veterinarias,2020-09-12,female,81,agua de las palomas,natalie90@yahoo.com,veronica,scott
universidad tecnológica nacional,licenciatura en administración,2020-10-22,female,66,20 de septiembre,jacobbaldwin@hotmail.com,diana,crawford
universidad tecnológica nacional,licenciatura en artes,2021-01-12,female,45,gouin,zgray@hotmail.com,danielle,mason
universidad tecnológica nacional,diseño de imagen y sonido,2020-12-08,female,64,la chirlandia,james96@hotmail.com,renee,potter
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-23,female,3,arroyo ceibal,kathryngoodman@gmail.com,jenna,kirk
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-18,female,73,faro querandi,mhill@gmail.com,heather,nguyen
universidad tecnológica nacional,contador público,2020-11-15,male,111,colonia belgrano,isummers@yahoo.com,john,perry
universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-28,female,64,coronel granada,george78@yahoo.com,kaylee,sullivan
universidad tecnológica nacional,licenciatura en sociología,2020-09-25,female,44,bella vista,huffjessica@gmail.com,misty,contreras
universidad tecnológica nacional,actuario,2020-09-27,female,14,11 de mayo,thomassnyder@gmail.com,christina,johnson
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-11-07,male,95,baños de la laja,amalone@hotmail.com,michael,allison
universidad tecnológica nacional,licenciatura en sociología,2021-01-03,male,99,chocori,veronicajones@yahoo.com,james,morrison
universidad tecnológica nacional,licenciatura en psicología,2020-09-19,male,11,correa,katherine30@hotmail.com,james,cole
universidad tecnológica nacional,diseño industrial,2020-09-28,male,80,blanca grande,carolreed@gmail.com,michael,burns
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-17,male,38,avanzada,carterbrenda@yahoo.com,carlos,herrera
universidad tecnológica nacional,licenciatura en sociología,2020-10-25,male,74,benavidez,zweber@gmail.com,alexander,warren
universidad tecnológica nacional,ciencias veterinarias,2020-12-15,female,20,alto nuestra señora del valle,brayelizabeth@hotmail.com,lisa,payne
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-21,male,34,sey,nathanielmendoza@yahoo.com,chad,mccoy
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-27,male,59,bernal este,nicolecampbell@gmail.com,mr.,joel
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-17,male,93,agrio balsa,victoria88@yahoo.com,christopher,potter
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-07,female,47,alto nuestra señora del valle,chapmanashley@gmail.com,dana,wiggins
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-22,male,38,alizal,melissamcdaniel@hotmail.com,mr.,walter
universidad tecnológica nacional,ingeniería electrónica,2021-01-04,female,64,arrascaeta,fishercraig@gmail.com,nicole,alexander
universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-08,male,75,victoria,trujillodeanna@hotmail.com,anthony,gonzales
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-01,female,115,barrio garin norte,charles12@gmail.com,kayla,smith
universidad tecnológica nacional,contador público,2021-01-01,female,107,cheroguita,krystalmendoza@yahoo.com,kristen,duffy
universidad tecnológica nacional,bioquímica,2021-01-14,male,15,san isidro,hbell@yahoo.com,benjamin,hamilton
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-17,female,59,colonia ferrari,jeffreysnyder@yahoo.com,amanda,moore
universidad tecnológica nacional,arquitectura,2020-12-29,female,51,antelo,ichavez@yahoo.com,emily,miller
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-20,female,10,el duraznillo,livingstondanny@yahoo.com,dawn,harrison
universidad tecnológica nacional,medicina,2020-09-25,male,31,barrio garin norte,michaelmejia@gmail.com,david,turner
universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-15,female,51,san isidro,tina64@hotmail.com,karen,smith
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-21,female,47,aldea chaleco,lschwartz@yahoo.com,alisha,anderson
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-05,female,47,colonia belga americana,oosborn@hotmail.com,misty,brandt
universidad tecnológica nacional,medicina,2020-10-15,male,97,agua azul,cmaldonado@gmail.com,jose,white
universidad tecnológica nacional,agronomía,2020-12-20,female,26,rio mayo,austincummings@hotmail.com,madison,castaneda
universidad tecnológica nacional,licenciatura en sociología,2020-11-19,female,76,cabildo,anna54@gmail.com,mary,lynch
universidad tecnológica nacional,medicina,2020-11-21,male,110,villa angelica,hsalazar@hotmail.com,sean,johnson
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-18,female,27,carreras,laurielucas@gmail.com,jessica,schneider
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-15,female,103,agrio balsa,gmcgee@gmail.com,sarah,vargas
universidad tecnológica nacional,ingeniería en informática,2020-11-11,female,35,estrada,whall@gmail.com,aimee,sullivan
universidad tecnológica nacional,ingeniería en informática,2020-11-21,male,93,banda florida,jwhite@gmail.com,james,russo
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-06,male,8,los cardos,joshuaatkins@yahoo.com,joseph,lopez
universidad tecnológica nacional,ingeniería electrónica,2020-12-06,male,25,allende,jacquelinemcclain@yahoo.com,brandon,lee
universidad tecnológica nacional,ingeniería mecánica,2020-09-21,male,100,kilometro 525,hartmanmackenzie@gmail.com,jonathan,nichols
universidad tecnológica nacional,licenciatura en administración,2020-10-04,female,15,aromos,zsanders@yahoo.com,rachel,proctor
universidad tecnológica nacional,licenciatura en sociología,2021-01-06,female,12,enrique fynn,danieladams@yahoo.com,emily,kane
universidad tecnológica nacional,técnico para bioterios,2020-09-19,female,63,aurelia,nicole17@hotmail.com,janice,shaw
universidad tecnológica nacional,licenciatura en sociología,2020-10-01,male,50,gaboto,robert69@yahoo.com,reginald,castillo
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-22,female,79,campo ubajo,david52@hotmail.com,tonya,moss
universidad tecnológica nacional,actuario,2020-09-12,male,106,bañado norte,oortiz@yahoo.com,gerald,duarte
universidad tecnológica nacional,farmacia,2020-09-28,male,84,cevil grande,lauriejones@gmail.com,john,singleton
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-24,male,99,20 de junio,elizabethjohnson@hotmail.com,charles,hudson
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-06,male,57,campo horquesco,richardssara@yahoo.com,steven,powell
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-10,male,40,aldea san gregorio,pbell@hotmail.com,david,thompson
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-12-06,female,39,la cañada,jblair@gmail.com,ms.,lisa
universidad tecnológica nacional,licenciatura en sociología,2020-12-18,male,48,planicie banderita,ioliver@hotmail.com,jeffrey,martin
universidad tecnológica nacional,licenciatura en administración,2020-11-01,female,64,gonzalez catan,jdavies@yahoo.com,monica,rogers
universidad tecnológica nacional,licenciatura en artes,2020-09-23,female,64,cañada seca,elizabethjones@yahoo.com,wendy,jones
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-10,male,20,bañadito viejo,rotheric@yahoo.com,todd,porter
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-16,female,40,castelar,whartman@hotmail.com,donna,zavala
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-11,female,44,asamblea,charlessingleton@hotmail.com,kimberly,jensen
universidad tecnológica nacional,ingeniería mecánica,2021-01-05,female,21,abra,brandimartin@hotmail.com,cynthia,gallegos
universidad tecnológica nacional,licenciatura en musicoterapia,2020-09-13,male,99,capitan bermudez,christine30@hotmail.com,william,holt
universidad tecnológica nacional,licenciatura en ciencia política,2021-01-12,female,12,cabreria,sergiofrank@gmail.com,sheena,turner
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-24,female,82,el trebol,angelica14@yahoo.com,lisa,aguirre
universidad tecnológica nacional,contador público,2020-11-26,female,80,pagancillo,rcarter@gmail.com,monica,boyd
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-07,male,99,la chilca,juliangoodwin@hotmail.com,andrew,erickson
universidad tecnológica nacional,ciencias veterinarias,2020-11-30,male,73,funke,jamesmoses@hotmail.com,thomas,nelson
universidad tecnológica nacional,ingeniería electrónica,2020-10-16,male,92,juan e barra,kristina30@hotmail.com,ruben,garcia
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-06,male,72,kilometro 374,lindsay99@gmail.com,michael,kennedy
universidad tecnológica nacional,bioquímica,2020-11-19,male,48,atalaya,chancorey@yahoo.com,kyle,gonzalez
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-23,female,110,calilegua,evansveronica@hotmail.com,carrie,brown
universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-23,female,37,huanguelen,wsims@yahoo.com,shannon,thompson
universidad tecnológica nacional,licenciatura en artes,2020-11-11,female,89,aguirrezabala,catherinesmith@yahoo.com,jennifer,mendez
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-05,male,96,campo crenna,briannawalter@gmail.com,ryan,flores
universidad tecnológica nacional,licenciatura en ciencia política,2020-11-19,male,6,los gauchos,scottbenjamin@hotmail.com,chad,ritter
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-13,female,88,adolfo van praet,tkaufman@yahoo.com,kristin,heath
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-09,male,64,1 de mayo,sarah35@gmail.com,thomas,johnson
universidad tecnológica nacional,arquitectura,2020-12-09,female,32,estacion coronel pringles,arnoldjoseph@hotmail.com,heather,nelson
universidad tecnológica nacional,ingeniería electrónica,2020-10-31,male,94,ingeniero balbin,martinjordan@gmail.com,carlos,lucas
universidad tecnológica nacional,farmacia,2020-11-18,female,111,ambato,mark07@yahoo.com,dana,phillips
universidad tecnológica nacional,ingeniería en informática,2020-11-17,female,35,aguada de la peña,dennisrobbins@hotmail.com,ashley,irwin
universidad tecnológica nacional,actuario,2021-01-11,female,83,san jose de piedra blanca,wcraig@yahoo.com,rebecca,stewart
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-16,female,62,campo andino,karenlucas@hotmail.com,vanessa,jones
universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-10,female,54,aguas calientes,igarcia@hotmail.com,amber,king
universidad tecnológica nacional,bioquímica,2020-10-01,female,108,camino centenario km 11500,lisa22@gmail.com,elizabeth,winters
universidad tecnológica nacional,medicina,2020-10-01,male,102,estacion saladas,jenkinsvictoria@gmail.com,gerald,taylor
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-01-16,female,71,san antonio de padua,pwilson@yahoo.com,tiffany,richardson
universidad tecnológica nacional,ingeniería mecánica,2020-10-21,female,81,avellaneda,spencenicholas@hotmail.com,monique,dawson
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-22,male,42,bella vista,wrightstacy@gmail.com,sean,barnett
universidad tecnológica nacional,arquitectura,2021-01-25,male,41,cañadon chileno,michaelbrown@gmail.com,wesley,jones
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-12-19,male,45,agua de los manantiales,moorebarbara@gmail.com,david,jones
universidad tecnológica nacional,ingeniería electrónica,2020-10-06,female,73,funke,sruiz@gmail.com,sandy,martin
universidad tecnológica nacional,licenciatura en sociología,2020-09-08,male,81,balde de leyes,valerie40@gmail.com,kevin,blackwell
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-18,female,17,campo peña lopez,ahunt@hotmail.com,joan,christian
universidad tecnológica nacional,farmacia,2020-09-25,male,10,agrelo,kjohnson@gmail.com,charles,rodriguez
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-14,female,73,jose clemente paz,brianward@gmail.com,karen,booth
universidad tecnológica nacional,diseño industrial,2020-11-25,male,96,isla,riversdana@hotmail.com,jason,hamilton
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-26,male,68,calle larga vieja,nguyentimothy@hotmail.com,louis,trujillo
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-22,female,6,bajo de las palomas,williamnguyen@yahoo.com,stephanie,alvarez
universidad tecnológica nacional,diseño industrial,2020-11-05,male,31,las toninas,hannah88@yahoo.com,dillon,griffin
universidad tecnológica nacional,ingeniería mecánica,2021-01-27,male,32,general urquiza,kimbrian@gmail.com,michael,johnson
universidad tecnológica nacional,farmacia,2020-09-29,male,113,arroyo urquiza,charles17@hotmail.com,justin,bowen
universidad tecnológica nacional,farmacia,2020-11-03,female,112,campo el bermejo,tperez@gmail.com,stephanie,beck
universidad tecnológica nacional,bioquímica,2021-01-24,female,65,barro negro,imorrow@hotmail.com,dr.,felicia
universidad tecnológica nacional,ciencias veterinarias,2020-11-30,male,12,aldea asuncion,janicejohnson@gmail.com,robert,cook
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-01,female,26,caseros,ncordova@gmail.com,nancy,lopez
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-01-16,female,17,colonia bella italia,timothy68@yahoo.com,donna,spence
universidad tecnológica nacional,licenciatura en musicoterapia,2020-09-04,female,48,estancia santa catalina,james48@hotmail.com,crystal,santiago
universidad tecnológica nacional,farmacia,2020-12-12,female,91,barlett,whitethomas@yahoo.com,nicole,goodman
universidad tecnológica nacional,farmacia,2021-01-31,female,9,colonia tacurales,xrios@gmail.com,tammy,hurst
universidad tecnológica nacional,diseño de imagen y sonido,2021-01-07,male,91,berraondo,huntthomas@hotmail.com,william,york
universidad tecnológica nacional,licenciatura en sociología,2020-10-02,male,8,alicura,jennifer44@hotmail.com,brian,cardenas
universidad tecnológica nacional,arquitectura,2020-09-23,female,44,anillaco,ericalee@yahoo.com,susan,may
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-26,male,44,cutral co,cooperjeremiah@gmail.com,robert,erickson
universidad tecnológica nacional,licenciatura en administración,2020-10-10,female,56,chumbicha,gardnersandra@hotmail.com,debbie,moore
universidad tecnológica nacional,técnico para bioterios,2020-12-19,male,39,b los aromos san patricio,jason20@hotmail.com,michael,jackson
universidad tecnológica nacional,bioquímica,2020-11-07,male,90,la oriental,cookwilliam@hotmail.com,jason,rodriguez
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-28,male,97,colonia belga americana,michaelowen@hotmail.com,nicholas,moore
universidad tecnológica nacional,actuario,2020-11-17,male,23,arroyo manganga,diane09@gmail.com,jared,perez
universidad tecnológica nacional,arquitectura,2021-01-22,male,28,estacion mazan,ibrown@hotmail.com,ryan,johnson
universidad tecnológica nacional,contador público,2021-01-27,male,50,abra guazu,evanszachary@gmail.com,mr.,john
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-07,female,4,pellegrini,schwartzjenna@gmail.com,mary,elliott
universidad tecnológica nacional,licenciatura en sociología,2020-09-04,male,61,alcete,christophermoon@gmail.com,jason,macdonald
universidad tecnológica nacional,medicina,2021-01-03,female,33,la punta,sandovalchristopher@yahoo.com,natalie,goodwin
universidad tecnológica nacional,licenciatura en psicología,2020-09-27,male,115,colhue huapi,craigchapman@yahoo.com,anthony,reilly
universidad tecnológica nacional,ingeniería mecánica,2020-09-17,male,60,bella union paraje,nramos@gmail.com,jeremiah,gutierrez
universidad tecnológica nacional,licenciatura en psicología,2020-10-23,male,27,cramer,leah62@hotmail.com,ricky,jones
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-09,male,52,colonia celina,kylie62@gmail.com,robert,anderson
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-18,male,94,la pelada,manndavid@hotmail.com,jacob,chase
universidad tecnológica nacional,bioquímica,2020-12-12,female,101,abra de pives,ericperez@gmail.com,melinda,curry
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-21,male,112,boulogne,cynthiamarquez@hotmail.com,michael,olsen
universidad tecnológica nacional,ciencias veterinarias,2020-11-09,male,91,colonia duran,murphyjulia@hotmail.com,matthew,davis
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-10,male,77,gorchs,irodriguez@hotmail.com,jeffrey,lewis
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-08,female,89,la gama,cynthiaroberts@gmail.com,shannon,ramos
universidad tecnológica nacional,licenciatura en sociología,2020-11-02,male,67,alejandra,rebeccaflores@yahoo.com,robert,taylor
universidad tecnológica nacional,licenciatura en sociología,2021-01-04,female,35,campo crisol,cordovaglen@hotmail.com,hannah,harris
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-12,male,23,colonia avellaneda,mhudson@gmail.com,brett,keller
universidad tecnológica nacional,actuario,2020-09-28,female,13,acevedo,hallcourtney@yahoo.com,emma,hughes
universidad tecnológica nacional,farmacia,2021-01-28,male,21,colonia gobernador ayala,jacksontimothy@hotmail.com,charles,krueger
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-20,female,56,el retiro,barnesmichael@hotmail.com,judy,casey
universidad tecnológica nacional,diseño industrial,2020-12-08,male,50,abra del tafi,eadams@hotmail.com,john,thompson
universidad tecnológica nacional,licenciatura en psicología,2020-11-22,female,64,hospital necochea,jenniferleon@yahoo.com,ms.,ashley
universidad tecnológica nacional,arquitectura,2020-12-10,female,46,martin coronado,nwilliams@hotmail.com,lisa,wilkerson
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-13,female,107,anta,stephen89@yahoo.com,ashley,coffey
universidad tecnológica nacional,diseño industrial,2021-01-13,male,2,chovet,jessicawise@yahoo.com,samuel,walker
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-24,male,58,juan maria gutierrez,lisa05@gmail.com,jordan,beltran
universidad tecnológica nacional,actuario,2020-09-29,male,32,acassuso,piercecalvin@gmail.com,steven,hawkins
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-27,male,84,empalme frontera,manuel22@hotmail.com,timothy,mitchell
universidad tecnológica nacional,medicina,2020-12-12,female,70,kilometro 125,stonemichelle@gmail.com,nicole,brown
universidad tecnológica nacional,medicina,2020-12-21,female,102,aguada grande,jeffery42@yahoo.com,megan,jenkins
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-13,male,49,alagon,herbertmcneil@gmail.com,kerry,smith
universidad tecnológica nacional,medicina,2021-01-07,female,101,aparzo,garciaveronica@hotmail.com,rachel,ross
universidad tecnológica nacional,diseño industrial,2020-09-08,female,16,abra,wallacelarry@yahoo.com,elizabeth,smith
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-23,male,77,anguinan,sethgould@yahoo.com,shane,henderson
universidad tecnológica nacional,agronomía,2021-01-24,male,11,villa saboya,silvacolton@hotmail.com,donald,taylor
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-22,female,68,crotto,rebeccasanchez@yahoo.com,melissa,barker
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-05,female,71,nelson,ramirezeric@gmail.com,linda,oliver
universidad tecnológica nacional,contador público,2020-12-02,female,1,arrascaeta,spencerevans@yahoo.com,madeline,hunter
universidad tecnológica nacional,ciencias veterinarias,2021-01-10,male,99,bella vista,dstanton@gmail.com,riley,dodson
universidad tecnológica nacional,licenciatura en administración,2020-11-09,female,85,lomas del rio lujan,vpowell@yahoo.com,patricia,lopez
universidad tecnológica nacional,técnico para bioterios,2020-12-21,male,41,villa de mayo,langjames@gmail.com,alexander,ross
universidad tecnológica nacional,diseño de imagen y sonido,2021-01-19,female,9,comodoro rivadavia,joycebyrd@gmail.com,gloria,cooper
universidad tecnológica nacional,bioquímica,2020-09-12,female,68,correntoso,victoria68@hotmail.com,emily,sampson
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-11-19,male,87,colonia matilde,xsmith@yahoo.com,stephen,garcia
universidad tecnológica nacional,licenciatura en administración,2020-09-29,female,42,barrio la luisa,roger79@yahoo.com,terri,goodwin
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-12-13,female,52,aparicio cue,wilsonnancy@hotmail.com,emily,ware
universidad tecnológica nacional,bioquímica,2020-09-17,female,112,30 de agosto,georgerobles@yahoo.com,kristine,hernandez
universidad tecnológica nacional,medicina,2020-12-22,male,55,calilegua,kennedyscott@yahoo.com,john,dawson
universidad tecnológica nacional,diseño de imagen y sonido,2020-12-09,female,114,cuartel v,hodgejoshua@yahoo.com,patricia,owens
universidad tecnológica nacional,ingeniería mecánica,2020-10-17,female,111,armstrong,jeffrey34@gmail.com,taylor,gallagher
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-21,female,2,cuesta del ternero,kennedykelly@gmail.com,elizabeth,knight
universidad tecnológica nacional,arquitectura,2020-09-29,male,55,manuel ocampo,greenpatrick@yahoo.com,kevin,burgess
